level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	48	1	1	0	728	950	86	2	-1	
5	1	48	1	1	1	728	950	86	2	95.000000	 
2	1	49	0	0	0	726	956	154	4	-1	
3	1	49	1	0	0	726	956	154	4	-1	
4	1	49	1	1	0	726	956	154	4	-1	
5	1	49	1	1	1	726	956	154	4	95.000000	 
2	1	50	0	0	0	726	957	86	4	-1	
3	1	50	1	0	0	726	957	86	4	-1	
4	1	50	1	1	0	726	957	86	4	-1	
5	1	50	1	1	1	726	957	86	4	95.000000	 
2	1	51	0	0	0	96	958	52	4	-1	
3	1	51	1	0	0	96	958	52	4	-1	
4	1	51	1	1	0	96	958	52	4	-1	
5	1	51	1	1	1	96	958	52	4	95.000000	 
2	1	52	0	0	0	612	946	2	28	-1	
3	1	52	1	0	0	612	946	2	28	-1	
4	1	52	1	1	0	612	946	2	28	-1	
5	1	52	1	1	1	612	946	2	28	95.000000	 
2	1	53	0	0	0	136	950	2	24	-1	
3	1	53	1	0	0	136	950	2	24	-1	
4	1	53	1	1	0	136	950	2	24	-1	
5	1	53	1	1	1	136	950	2	24	95.000000	 
2	1	54	0	0	0	800	950	2	24	-1	
3	1	54	1	0	0	800	950	2	24	-1	
4	1	54	1	1	0	800	950	2	24	-1	
5	1	54	1	1	1	800	950	2	24	95.000000	 
2	1	55	0	0	0	96	950	2	26	-1	
3	1	55	1	0	0	96	950	2	26	-1	
4	1	55	1	1	0	96	950	2	26	-1	
5	1	55	1	1	1	96	950	2	26	95.000000	 
2	1	56	0	0	0	112	950	2	26	-1	
3	1	56	1	0	0	112	950	2	26	-1	
4	1	56	1	1	0	112	950	2	26	-1	
5	1	56	1	1	1	112	950	2	26	95.000000	 
2	1	57	0	0	0	760	950	2	26	-1	
3	1	57	1	0	0	760	950	2	26	-1	
4	1	57	1	1	0	760	950	2	26	-1	
5	1	57	1	1	1	760	950	2	26	95.000000	 
2	1	58	0	0	0	776	950	2	26	-1	
3	1	58	1	0	0	776	950	2	26	-1	
4	1	58	1	1	0	776	950	2	26	-1	
5	1	58	1	1	1	776	950	2	26	95.000000	 
2	1	59	0	0	0	0	1792	1080	108	-1	
3	1	59	1	0	0	0	1792	1080	108	-1	
4	1	59	1	1	0	0	1792	1080	108	-1	
5	1	59	1	1	1	0	1792	1080	108	95.000000	  
2	1	60	0	0	0	632	962	146	4	-1	
3	1	60	1	0	0	632	962	146	4	-1	
4	1	60	1	1	0	632	962	146	4	-1	
5	1	60	1	1	1	632	962	146	4	95.000000	 
2	1	61	0	0	0	864	952	2	24	-1	
3	1	61	1	0	0	864	952	2	24	-1	
4	1	61	1	1	0	864	952	2	24	-1	
5	1	61	1	1	1	864	952	2	24	95.000000	 
2	1	62	0	0	0	96	964	18	2	-1	
3	1	62	1	0	0	96	964	18	2	-1	
4	1	62	1	1	0	96	964	18	2	-1	
5	1	62	1	1	1	96	964	18	2	95.000000	 
2	1	63	0	0	0	722	964	56	4	-1	
3	1	63	1	0	0	722	964	56	4	-1	
4	1	63	1	1	0	722	964	56	4	-1	
5	1	63	1	1	1	722	964	56	4	95.000000	 
2	1	64	0	0	0	96	972	56	2	-1	
3	1	64	1	0	0	96	972	56	2	-1	
4	1	64	1	1	0	96	972	56	2	-1	
5	1	64	1	1	1	96	972	56	2	95.000000	 
2	1	65	0	0	0	604	972	212	2	-1	
3	1	65	1	0	0	604	972	212	2	-1	
4	1	65	1	1	0	604	972	212	2	-1	
5	1	65	1	1	1	604	972	212	2	95.000000	 
2	1	66	0	0	0	109	1840	411	40	-1	
3	1	66	1	0	0	109	1822	639	60	-1	
4	1	66	1	1	0	109	1840	411	40	-1	
5	1	66	1	1	1	109	1854	43	26	40.931644	@_
5	1	66	1	1	2	175	1840	257	29	0.000000	FBP°78075792772
5	1	66	1	1	3	468	1842	52	24	73.557205	AB
